Lake_ID;Ergasilus.spp.;harpacticoid;ostracod;Daphnia.ambigua;Daphnia.catawba;Daphnia.dentifera;Daphnia.galeata.mendotae;Daphnia.longiremis;Daphnia.parvula;Daphnia.pulicaria;Daphnia.retrocurva;Daphnia.thorata;Daphnia.spp.;Acanthocyclops.robustus;Acanthocyclops.sp.;Cyclops.scutifer;Diacyclops.thomasi;Eucyclops.elegans;Eucyclops.pectinifer;Eucyclops.spp.;Mesocyclops.edax;Microcyclops.spp.;Orthocyclops.modestus;Tropocyclops.prasinus;cyclopoid.copepodid;Aglaodiaptomus.leptopus;Aglaodiaptomus.spatulocrenatus;Epischura.lacustris;Epischura.nevadensis;Epischura.spp.;Leptodiaptomus.ashlandi;Leptodiaptomus.minutus;Leptodiaptomus.nudus;Leptodiaptomus.sicilis;Leptodiaptomus.siciloides;Limnocalanus.macrurus;Onychodiaptomus.singuienus;Senecella.calanoides;Skistodiaptomus.oregonensis;Skistodiaptomus.pallidus;Skistodiaptomus.pygmaeus;Skistodiaptomus.reighardi;Skistodiaptomus.spp.;calanoid.copepodid;Acroperus.harpae;Alona.affinis;Alona.costata;Alona.guttata;Alona.spp.;Alonella.nana;Bosmina.longirostris;Camptocercus.spp.;Ceriodaphnia.lacustris;Ceriodaphnia.spp.;Chydorus.sphaericus;Diaphanosoma.birgei;Diaphanosoma.brachyurum;Diaphanosoma.spp.;Eubosmina.coregoni;Eubosmina.longispina;Eubosmina.tubicen;Holopedium.glacialis;Macrothrix.sp.;Picripleuroxus.denticulatus;Pleuroxus.procurvus;Polyphemus.pediculus;Sida.crystallina;Simocephalus.spp.;Daphnia.dubia;Daphnia.magna;Daphnia.similis;Diacyclops.navus;Macrocyclops.albidus;Mesocyclops.americanus;Acanthodiaptomus.denticornis;Aglaodiaptomus.clavipes;Aglaodiaptomus.forbesi;Epischura.nordenskioldi;Hesperodiaptomus.arcticus;Hesperodiaptomus.eiseni;Hesperodiaptomus.nevadensis;Hesperodiaptomus.spp.;Leptodiaptomus.pribilofensis;Leptodiaptomus.tyrrelli;Alona.intermedia;Alona.quadrangularis;Alonella.acutirostris;Ceriodaphnia.quadrangula;Dunhevedia.crassa;Eubosmina.spp.;Graptoleberis.testudinaria;Ilyocryptus.spp.;Latona.sp.;Moina.spp.;Cyclops.columbianus;Daphnia.middendorffiana;Eurycercus.spp.;Hesperodiaptomus.franciscanus;Hesperodiaptomus.kenai;Heterocope.septentrionalis;Onychodiaptomus.hesperus;Scapholeberis.spp.
17-038;0;0;0;0;11.5620971117746;0;0;0;0;0;0;0;0;0;0;49.5478738028033;0;0;0;0;0;0;0;0;0;0;1.593244174;0;0;0;0;44.6471157380193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.189451218593944;0;0;0.434607695860196;0;1.75194704614941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-041;0;0;0;0;0;0;40.6928732034767;0;0;0;0;0;0;10.8441135824257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0239593600162744;0;0;22.6559545947452;0;0;14.8545300888199;0;0;0.964400104747574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-042;0;0;0;0;0;0;0.955505236579788;0;0;0;0;0;0;0.56198979753643;0;0;0;0;0;0;3.29703047546851;0;0;0;0;0;0;1.92078485739844;0;0;0;5.80940098176452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.00616069292784;0;0;1.35290484552811;0.0489470508857903;0;0.982044891124099;0;0;0;0;2.62589816792477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-043;0;0;0;0;0;0;0;0;0;0;3.42149193169824;0;0;5.70992648624897;0;0;0;0;0;0;8.27621449553641;0;0;0.975255573188627;0;0;0;6.12142258085398;0;0;0;2.20647829732596;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.306040570465597;0;0;0;0;0;1.05345999395621;0;0;3.4532688093736;0;31.233246740707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.68278102332798;0;0;0;0;0;0;0;0.0382751394688872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98945300174424;0;0;0;0;0;0;0;0;0;0.744781047249997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-048;0;0;0;0;0;0;1.99183473588399;0;0;0;0;0;0;0;0;0.183204252446405;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00475919851380371;0;6.11080408188455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00435800748375299;0;0.394460462041358;0;0;0.0268199621659862;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.323142183354368;0;0;0;5.99981781444737;0;0;0;268.704130400073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.21259005984788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-054;0;0;0;0;0;0;20.1866554029805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.75189925682417;0;0;8.61881177937907;0;0;0;72.8478017351644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0742525627074339;0;9.71725879858538;0;0;3.9360755950517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-056;0;0;0;0;79.2774411401145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0283094597961024;0;46.02465985;0.677510931779141;0;0;0;0.0498524703306143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.86952192750124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-058;0;0;0;0;0;0;0;0;0;0;1.43222903910725;0;0;0;0;0;0;0;0;0;306.139331098441;0;0;10.7620511973396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0772217394746992;0;0;0.621491441362885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.691394882181142;0;0;13.342334201976;0;0;0;0;0;0;0;17.3516990014033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.840230856452858;0;0;0;0;0;1.57100397088624;0;0;0.35039430981132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-060;0;0;0;0;0;0;0;0;0;0;3.05491608217514;0;0;69.5355690822793;0;0;0;0;0;0;4.92864420180848;0;0;19.8971675000584;0;0;0;0;0;0;0;15.8167160312046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0659110200640057;0;0;0;0.0617774499515137;3.53800803165126;0;0;0;0.0206428783518656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.426084112001822;0;0;0;0;0;0;52.0951663672752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.61192082378589;0;0;12.9391576010325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00296250797401457;0;0;0;0;0;0;14.1207978894778;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.89165969160359;0;0;0;0;0;0.044547682437245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-063;0;0;0.0154972341275716;0;0;0;3.83172004818377;0;0;0;0;0;0;0;0;40.6346641382715;0;0;0;0;1.4258518239911;0;0;4.33193058593292;0;0;0;0;0;0;0;26.3061467210727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63.4680271601044;0;0;0;0.779305145141547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-064;0;0;0;0;0;0;15.3586304913936;0;0;0;0;0;0;0;0;2.09113682651346;0;0;0;0;7.57198417641132;0;0;1.46953946774262;0;0;0;0;0;0;0;17.2471568467846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5152364714692;0;0;0;0;0;1.55415730548301;0;0;5.94495930832721;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-065;0;0;0;0;0;0;8.92424846685247;0;0;0;0;0;0;1.59172465683871;0;0;0;0;0;0;1.54582619772169;0;0;0;0;0;0;8.15324798019173;0;0;0;3.72780015780402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0115469125215021;0;0;0;0;0.0420258786257658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-067;0;0;0;0;0;0;0.839991129823403;0;0;0;0;0;0;1.00308382400429;0;1.7986237485053;0;0;0;0;22.1557192097598;0;0;1.1753564412569;0;0;0;1.35249564004831;0;0;0;25.3450438134735;0.412088431096684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2923587256469;0;0;0;0;0;1.81055445316459;0;0;0.307017488586669;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-068;0;0;0;0;0;0;8.12171736720087;0;0;0;0;0;0;1.09624842132156;0;0;0;0;0;0;16.1237141132202;0;0;0.160301273649396;0;0;0;1.10809511623912;0;0;0;1.20907975142332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.3109830164767;0;0;0;0;0;0.0883147968990646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-069;0;0;0;0;0;0;0.9391843679278;0;0;2.89829947738688;0.555445257709031;0;0;0;0;3.42708269914796;0;0;0;0;0.197387815004972;0;0;0.416056925415104;0;0;0;0;0;0.0622787357424939;0;8.69915822935411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0294353482590287;0;0;0;0;0;0.0154507990226711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-070;0;0;0;0;0;0;7.98498872845156;0;0;0;0;0;0;0;0;0.338652371253505;0;0;0;0;1.04561793008226;0;0;0;0;0;0;0.287680057263786;0;0;0;0.864776480595019;0;0;0;3.11672529976159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.28783866330924;0;0;0;0;0;0.0295775756846352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-072;0;0.0221440648878068;0;0;0;0;0;0;0;0;0;0;0.0865339194510563;0;0;0;0;0;0;0;0;0;0;19.9554910295997;0;0;0;0;0;0;0;13.8832997616462;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.371674957166379;0;0;0;0.841275407575952;0;0.463503726383052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-073;0;0;0.0257902086298787;0;0;0;0;0;0;0;19.9447108010199;0;0;0;0;0;0;0;0;0;27.859172955816;0;0;8.34535218318358;0;0;0;0;0;0;0;10.5519675522534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.72671908717241;0;0;0.833395186899426;10.0919580957465;0;17.425162897619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-074;0;0;0;0;0;0;2.91160000484522;0;0;0;0;0;0;0;0;0;0;0;0;0;50.5566385659556;0;0;3.69972696363484;0;0;52.76918873;0;0.316319355910224;0;0;29.3060971756964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.2482691597528;0;0;0.677873431194418;0;1.02027553376888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-075;0;0;0;0;0;0;0;0;21.7680332192072;0;0;0;0;0;0;0;0;0;0;0;65.9208808182382;0;0;18.6156719604391;0;0;0;11.9867611133461;0;0;0;20.4533222263964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.5425800917012;0;0;0;50.5421461915185;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-076;0;0;0.000946294051062938;0;0;0;0.471173046694998;0;0;0;0;0;0;0;0;0;0;0;0;0;0.398624517849529;0;0;0;0;0;0;0.789328440441906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.178231944659634;0;0;0.0330950859370762;0.00696334034922598;0;0;0;0;0;0;0;0;0;0;0;0.0518297762031148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-077;0;0;0;0;0;0;0.299440893172679;0;0;0;0;0;0;0;0;0;0;0;0;0;41.0381693880843;0;0;4.26193850220308;0;0;0;4.83709444070963;0;0;0;7.80106322011426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.52622543748647;0;0;0.273730800804072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-078;0;0;0;0;0;0;0.0786760590425664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.124930099743945;0;0;0;0.184894803915586;0;0;0;2.88848600248972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0593114773333702;0;0;0.573320580769345;0.0359771324351693;0;0.161021906064863;0;0;0;0;0.0175977660130576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-079;0;0;0;0;0;0;0.410204113028295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.44944346353962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.39738541125444;0;0;0;0;0;0;5.65387341696272;0;0;0.0229047532340209;0.102111242815342;0;0;0;0;0;0;2.18375189516905;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-081;0;0;0;0;0;0;11.310023711696;0;0;0;0;0;0;0;0;3.30143790038087;0;0;0;0;4.92503179077495;0;0;0;0;0;0;1.09918569714376;0;0;0;7.93434701740793;0;0;0;0;7.42409017442506;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0634319575343375;0;0;0;0;0;0.180391733687732;0;0;0.850892404434764;0.159442797105376;4.62169684811098;0;0;0;0;0.737980062013157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-082;0;0;0;0;0;0;12.6431451748529;0;0;0;0;0;0;7.08287305657074;0;0;0;0;0;0;7.81052210150823;0;0;0.144015686603074;0;0;0;0;0;0;0;48.1224680619946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.13247845939446;0.100119166291047;0;7.59159859479743;0;0;6.20311881788587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-084;0;0;0;0;3.07836802527675;0;22.817044765061;0;0;0;0;0;0;0;0;0;0.922737778023869;0;0;0;2.96999600288807;0;0;0;0;0;5.375455753;43.3997662921358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.755845989047988;0;0;0.0695637387191996;0;0;0.744157808966255;0;0;0;0;0.408527835100759;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-086;0;0.0459425972008545;0;0;2.61399841244916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.3289045366414;0;0;0;0;2.22486081982296;5.21084632;0;0;0;0;0.128359431809877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06009815053192;0;0;0;0;0;0.0101490022155124;0;0;0.00433772308249873;0;16.5121082263725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-087;0;0;0;0;0;0;0;0;0;30.9129143889955;0;0;0;0;0;0;0;0;0;0;12.3394838833772;0;0;0.570243954391865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.484998981176;0;0;0;0;0;0;0;0;0;0;0;18.1671273420842;0;0;0.953244353286615;0.0774167272737989;0;2.47323598536408;0;0;0.685729820068568;0;0.31845964922054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-088;0;0;0.00130363839220668;0;0;0;0;2.96964319968624;0;9.47464694493382;0;0;0;0;0;0;0;0;0;0;2.74003995252785;0;0;0.0346240662031797;0;0;0;0;0;0;0;4.87735657976898;0;0;0;0;1.52471232499136;0;0;0;0;0;0;0;0;0;0;0;0;0;6.10333150353304;0;0;0;0;0;0.00416648725629027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-089;0;0;0;0;0;0;0;0;0;0;0;0;0;0.199740186330519;0;0;0;0;0;0;84.0842230573629;0;0;0;0;0;0;0;0;0;0;39.7487021103429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.05959300387918;0;0;0;0;0;11.3518394010626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-090;0;0;0.00552237945143323;0;9.97941522179039;0;15.9371872529696;0;0;0;0;0;0;0;0;0;0;0;0;0;24.180710561309;0;0;1.41640142676406;0;0;0;0;0;0;0;6.55449794749328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.571838447887041;0;0;1.31272589821453;0;0;0;0;0.0161657388585258;0.0068111643409291;0;3.93153329321171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-091;0;0;0.00163601137936489;0;18.7389058619092;0;81.5377468472781;0;0;3.86314715938248;0;0;0;0;0;0;0;0;0;0;9.6466063444822;0;0;0.354494314047422;0;0;0;0;0;0;0;2.23181470085888;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.252535377248893;0;0;0.757865397741326;0;0;2.26686765719508;0;0;0;0;1.89689078757104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-092;0;0;0;0;0;0;9.35014164718442;0.965965985069176;0;0;0;0;0;0.0681226836881979;0;0;1.24455299856898;0;0;0;0.707918739910559;0;0;0;0;0;0;0.432625648788191;0;0;0;0;0;0;0;0;0.291508155263515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00637403358462449;0;0;0;0;0;1.28899067530626;0.0122777389990782;1.12679455865537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.57724612158925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0871546996969481;0;0;0;0;0;0;2.25151685764482;0;0;0.0271744871595244;0;0;0;0;0;0;0.224171293301558;1.8970988270614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.76048848788658;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;97.9123935220106;0;0;0;0.205606026941128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-098;0;0;1.01039924920816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.86577439910481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.9534630671936;0;0;0.576767691317352;0.762039728758706;0;0.100304219768891;0;0;0.03033897013525;0;0;0;0.64343069151999;0;0;0.275327771644259;0.0301489563615302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-099;0;0;0;0;0;0;0;0;0;0;11.3324062505939;0;0;0;0;0;0.697314431328528;0;0;0;0;0;0;0.814107496977446;0;0;0;69.2090276694147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0887384077973318;0;0;0;0;0;0.712145462945526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;341.664611342524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.2843069177972;9.95541725623755;0;0;0;2561.87080212039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-106;0.0258187267062423;0;0;0;0;0;5.02865411171589;0;0;0;0;0;0;0;0;0;0;0;0;0;8.90271288400671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.03255746309889;0;0;0;0;0;0;0;0;0;0;0;0.172974319355098;0;0;0;0.0081060579371097;0;0.400269433031722;0;0;0;0;0.0190199004790348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-107;0;0;0.0440611725852918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.48339616694286;0;0;0;0;0;0;0;0;0;0;14.8578411583089;0;0;0;0;0;0;29.4530045667447;0;0;0;0;0;0;0;0;0;0;0;5.06567096960164;0;0;2.18063733683182;0.405813744057481;0;0.685873590703433;0;0;0;0;0;0;0;0.110220234076594;0;0;0.0408266422278983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-108;0;0;0;0;0;0;1.7412557926889;0.0494416425113216;0;0;0.699546808645045;0;0;0.0939065941234817;0;0;1.49336009790054;0;0;0;0.1123758495778;0;0;0;0;0;0;0;0;0;0;0.0271195367648965;0;1.26450871280587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.263355219554958;0.0156785722437909;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-109;0;0;0;0;0;0;4.71071213855386;0;0;0;38.4152503547895;0;0;13.5146496563052;0;0;2.77081617080881;0;0;0;31.5802279449038;0;0;0.170332211743355;0;0;0;0;0;0;0;2.80570198758736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.176099974957582;0;0;0.44305381057214;0.114653665291186;0;0.624006004263243;0;3.45083257256369;0;0;0.0905678118796785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17-110;0;0;0;0;0;0;90.2252190572667;0;0;0;0;0;0;0;0;0;0;0;0;0;30.0265926859925;0;0;3.10976975325834;0;0;0;0;0;0;0;11.4797864230433;0;0;0;0;0;0;40.490303402577;0;0;0;0;0;0;0;0;0;0;0;0.48258982259751;0;0;4.85594967563342;0.103238164279596;0;1.21313456916906;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
