lake_ID,lake_name,latitude,longitude,ecozone,area,size_class,watershed_area,max_depth,invivo_chla_surface,invivo_chla_bottom,filtered_chla_surface,surface_temp,watercolumn_temp,epilimnion_temp,hypolimnion_temp,tp_tube,tp_bottom,tn_tube,tn_bottom,tntp_ratio,zoo_richness,zoo_density
11-632,Ahbau Lake,53.268784,-122.097099,Montane Cordillera,7.963203,large,171.5920277,3.6,3.880566,4.727112,4.702907689,17.109919,17,17.109919,16.935091,16.88,73.78,0.116024865,0.282172615,6.87351096,9,269.468442904
11-633,Eight Mile Lake,53.149595,-121.534574,Montane Cordillera,0.109586,small,1.931644036,9.5,0.695285,6.488983,1.103168445,15.35648,12.5,15.2,6.5,9.6,45.21,0.082967865,0.260550365,8.642485938,6,35.188859171000004
12-460,Mill Lake,49.044741,-122.310811,Pacific Maritime,0.158298,small,1.318419383,12.2,8.633376,2.543816,9.560629111,20.885739,10,21,4.6,29.61,378.74,0.170288865,2.495086865,5.751059271,6,147.335042585
12-461,Burnaby Lake,49.243327,-122.946538,Pacific Maritime,0.273986,small,42.39964418,2.5,3.264694,3.66324,2.255854445,18.143224,18.5,19.5,17,56.1,15.11,0.136548865,0.129670115,13.37355949,14,801.6964239499998
12-462,Deer Lake,49.236235,-122.97178,Pacific Maritime,0.30413,small,8.20603944,6.4,1.258265,20.733005,1.616812178,20.793567,19.7,20.7,17.976411,14.43,44.73,0.162506365,0.504626865,11.26170236,7,150.527205232
12-463,Garden Bay Lake,49.647232,-124.02279,Pacific Maritime,0.594366,medium,3.342575884,53.9,0.794429,0.625528,0.751583956,22.206299,6.8,22.2,4.7,3.04,13.59,0.136548865,0.113023865,13.37355949,7,18.944804499999996
12-464,Lily Lake,49.613256,-124.023197,Pacific Maritime,0.121819,small,1.425569651,4.3,7.963447,9.309129,5.7924908,22.306555,22.3,22.306555,22.292112,15.67,15.11,0.137739865,0.129670115,8.790036056,6,13.249312999999999
12-465,Alta Lake,50.114032,-122.981403,Pacific Maritime,1.030145,medium,8.447173085,24.4,0.915617,3.173818,1.047173245,18.089885,14.9,18,10.1,6.05,6.69,0.136548865,0.129670115,13.37355949,4,13.977291557000001
12-466,Lillooet Lake,50.215541,-122.490763,Pacific Maritime,31.923598,large,4316.786723,128,2.289459,0.304528,3.157073956,15.031978,9,15,5.6,28.02,26.06,0.136548865,0.215896365,13.37355949,3,5.100213654
12-467,Green Lake,50.151407,-122.931788,Pacific Maritime,1.982403,medium,171.0546435,41.8,0.351425,0.758645,0.640007022,12.919997,8.1,13,7.9,6.01,14.05,0.086351865,0.129670115,14.36803078,3,3.5420852849999998
12-472,NA,55.024461,-127.346246,Pacific Maritime,0.398587,small,6.485141081,9.4,7.269747,3.199619,8.860905689,21.154412,12.4,21.1,6.8,16.73,38.64,0.190206365,0.525785365,11.36917902,6,219.067692541
12-473,Kitseguecla Lake,54.934739,-127.55412,Pacific Maritime,0.680251,medium,5.651799297,15.5,1.175197,1.344781,1.068988534,20.066091,13.5,20,7.3,8.45,19.05,0.136548865,0.123128865,13.37355949,5,96.43360822
12-474,Lakelse Lake,54.381312,-128.559744,Pacific Maritime,13.270453,large,370.094033,32,0.758049,1.254127,0.963318267,20.449658,15.1,20.2,8.7,24.86,13.45,0.136548865,0.721344365,13.37355949,5,16.882822785000002
12-475,Diana Lake,54.209495,-130.147927,Pacific Maritime,2.538174,medium,50.34200051,34.1,2.243521,1.830407,1.559281245,19.178504,10.8,18.9,7.5,9.87,7.65,0.025,0.025,2.532928065,6,24.114941025
12-504,Chehalis Lake,49.443092,-122.020294,Pacific Maritime,6.27463,large,169.1449873,138.1,0.210521,0.687126,0.381885689,19.239055,10.7,19.1,5.2,2.54,3.51,0.025,0.089630365,9.842519685,7,1.6659533719999997
12-528,Clements Lake,56.051194,-129.902444,Pacific Maritime,0.170159,small,5.889474057,12,1.17856,6.45322,0.980565734,17.072452,11.7,17.1,6.9,8.42,15.11,0.136548865,0.129670115,13.37355949,2,24.207532179
12-529,Jigsaw Lake,55.83382,-128.830233,Pacific Maritime,0.708621,medium,98.31067657,28,0.82715,1.124484,1.345105511,18.619247,8.5,19.4,5.4,9.98,14.87,0.136548865,0.081424865,13.37355949,5,46.048035643000006
12-530,Derrick Lake,55.649296,-128.644809,Pacific Maritime,0.530264,medium,27.02124735,15,1.373428,1.875992,1.361466978,18.683012,10.6,18.8,6.7,6.54,11.01,0.079736865,0.156042365,12.19218119,8,40.331881858
12-531,Lava Lake,55.047296,-128.993528,Pacific Maritime,5.204306,large,317.3282007,56.4,0.555721,0.389259,1.020356978,16.559536,7.1,16.6,5.3,15.9,6.95,0.136548865,0.136211365,13.37355949,5,0.7391099539999999
12-532,Kitsumkalum Lake,54.766909,-128.785448,Pacific Maritime,18.376343,large,1860.461631,139,0.688244,0.241118,1.654162,18.191711,6.9,18.191711,5.7,27.66,10.59,0.136548865,0.316432865,13.37355949,3,1.221059765
12-533,NA,55.445634,-129.353516,Pacific Maritime,0.070332,small,4.927192828,6.3,1.710381,6.734043,1.034651112,19.48924,15.3,19.5,8.1,12.22,15.11,0.136548865,0.129670115,13.37355949,2,36.209168204
12-534,NA,55.446225,-129.334999,Pacific Maritime,0.213747,small,3.551312682,19,1.24686,1.547112,0.704212489,19.437138,8.1,19.4,5.2,20.01,59.89,0.025,0.025,1.249375312,4,32.677941959
12-535,NA,55.4549,-129.36962,Pacific Maritime,0.391036,small,26.81552921,40,1.097689,1.406011,0.673793156,19.773551,6.1,19.9,4.4,36.89,59.55,0.025,0.129670115,0.677690431,6,5.951339107
12-536,Pine Lake,54.614901,-128.7178,Pacific Maritime,0.268679,small,5.455048271,15,1.175757,2.079939,1.1805064,22.356856,10.5,22.3,5,70.14,26.48,0.085922865,0.154329865,1.225019461,5,13.509241066
12-537,Taltzen Lake,54.9301,-127.513355,Pacific Maritime,0.106907,small,5.020225002,4.3,5.689969,4.55859,3.456561645,18.673156,17.3,18.7,14.2,21.23,15.11,0.184848365,0.129670115,8.706941357,6,131.150858011
12-549,Laxton Lake,49.008293,-122.35186,Pacific Maritime,0.217074,small,3.421604251,6.5,3.401715,18.216806,1.980780978,21.281185,19,21.3,13.626252,15.67,42.81,0.234085365,0.425878865,14.93844065,4,15.101322298000001
12-634,Elk Lake,48.526599,-123.397351,Pacific Maritime,2.246099,medium,9.236035679,19.4,1.065624,1.282682,2.595684667,21.9055,13.5,21.5,7.3,15.16,414.17,0.281960865,0.503540865,18.59900165,9,75.25800586499999
12-635,Prospect Lake,48.513468,-123.441651,Pacific Maritime,0.684667,medium,10.23515154,15,1.132503,2.417563,1.724805733,21.793637,14.5,21.6,8.1,8.49,15.11,0.304848865,0.129670115,35.90681567,4,123.42034630500001
12-636,Thetis Lake,48.467719,-123.4691,Pacific Maritime,0.168443,small,2.538913631,9.9,1.473562,5.404798,2.077020267,21.710542,15,21.7,6.4,6.96,15.11,0.144833865,0.129670115,20.80946336,6,106.65745488200001
12-637,Lake Weston,48.784186,-123.425023,Pacific Maritime,0.182647,small,3.200925147,12.2,2.998485,4.590394,3.130749911,21.81685,12.2,21.7,5.3,8.04,15.11,0.209869865,0.129670115,26.10321704,6,43.863110056000004
12-638,Cusheon Lake,48.815816,-123.468563,Pacific Maritime,0.282082,small,7.881718036,10,1.626418,6.413509,1.613917911,22.080475,16.6,21.9,9.2,10.83,15.11,0.146764365,0.129670115,13.55164958,8,49.362905934
12-639,St Mary Lake,48.890443,-123.542531,Pacific Maritime,1.786142,medium,7.51625227,16.7,0.960423,1.209641,1.614036045,21.667508,16.6,21.6,10,8.04,19.46,0.162795365,0.138176865,20.24817973,5,135.630627552
12-640,Buck Lake,48.772668,-123.300605,Pacific Maritime,0.098405,small,0.733568226,9.3,1.549051,2.62685,1.524333467,21.166495,15.9,21.1,7.1,8.76,85.85,0.215978365,0.489324865,24.6550645,3,95.84012778
12-641,Magic Lake,48.763747,-123.288779,Pacific Maritime,0.131426,small,0.450596672,4.5,17.335765,12.912446,19.00855902,20.32086,20.2,20.32086,20.138669,36.54,15.11,0.323013365,0.129670115,8.839993569,3,173.87516423200003
12-642,Langford Lake,48.448187,-123.529102,Pacific Maritime,0.613095,medium,2.561130691,17,1.131214,4.2049010000000004,1.877099289,21.00979,15.6,21,11.8,8.85,29.99,0.158888865,0.332282365,17.95354407,5,107.15989696
12-643,Glen Lake,48.437398,-123.522473,Pacific Maritime,0.16403,small,7.074273623,14,2.025704,5.013107,3.2337228,21.400814,11.9,21.3,8.1,9.03,17.9,0.169440365,0.498328865,18.76416002,5,99.96892001700002
12-644,Kemp Lake,48.379522,-123.780515,Pacific Maritime,0.248378,small,5.229726539,12,1.921425,2.638748,2.118032222,21.279829,14.8,21.3,7.1,11.15,20.54,0.135357865,0.160931865,12.13971883,7,33.391568357
12-645,Weeks Lake,48.584406,-123.856961,Pacific Maritime,0.27732,small,5.638906944,14.3,0.974236,1.495054,0.830634845,20.234076,20,20.2,18.9,4.26,15.11,0.101451865,0.129670115,23.81499178,6,40.960805875
12-646,Dougan Lake,48.714643,-123.613474,Pacific Maritime,0.097735,small,5.511133389,22,4.699841,1.92513,4.3328944,21.972254,10.3,22,7.4,14.66,793.89,0.211708865,0.286462865,14.44125955,5,163.58317130900002
12-647,Somenos Lake,48.80178,-123.703764,Pacific Maritime,0.969657,medium,62.42065566,6.8,23.401316,3.789419,6.386340504,23.364829,21.3,23.2,18.4,88.33,15.11,0.498196365,0.129670115,5.640171686,7,1762.708781584
12-648,Quamichan Lake,48.799616,-123.662384,Pacific Maritime,2.894517,medium,17.2866771,8.2,2.943474,1.758861,32.57235271,21.385989,20.8,21.2,18.1,275,650.45,0.630631865,1.069764865,2.293206782,4,227.85873421299996
12-649,Fuller Lake,48.908326,-123.720615,Pacific Maritime,0.238446,small,0.72341893,17.1,0.845246,4.042943,1.144062267,21.904041,13.2,21.9,6.2,8.74,242.59,0.159417865,0.377619365,18.24003032,7,170.610462527
12-650,Quennell Lake,49.070025,-123.811737,Pacific Maritime,1.132409,medium,9.187966539,7,5.0988,6.949065,6.542342133,21.899189,18.5,21.8,11.8,31.83,363.69,0.374080365,0.587531365,11.75244628,9,412.40413405499993
12-651,Holden Lake,49.103249,-123.829263,Pacific Maritime,0.364517,small,17.55843392,6.4,5.30399,2.803619,21.52215284,22.788126,20.9,22.788126,17.7,49.01,15.11,0.909630865,0.129670115,18.56010743,6,11.617241913
12-652,Hoggan Lake,49.151569,-123.8284,Pacific Maritime,0.194798,small,9.61909583,15,5.76652,2.261146,3.341598223,22.655741,13.6,22.6,7,15.49,38.46,0.225346365,0.216439365,14.54786088,5,17.149391449
12-653,Boomerang Lake,49.17875,-124.155461,Pacific Maritime,0.120645,small,3.650245307,13,1.945031,2.031272,1.382553778,21.525111,13,21.4,6.9,6.21,19,0.081943865,0.054277865,13.1954694,7,23.392158779999995
12-654,Kennedy Lake,49.062864,-125.491128,Pacific Maritime,65.269407,large,518.3532425,41,0.926867,0.635826,1.206416978,20.604629,11.9,20.4,7.8,2.37,3.84,0.025,0.025,10.54852321,4,3.4224204560000002
12-655,Lowry Lake,49.390048,-125.135344,Pacific Maritime,0.448469,small,20.7565148,11,0.554817,2.156934,0.591395156,23.194845,21.7,23.2,17.046318,2.96,8.44,0.136548865,0.066280365,13.37355949,8,3.3172005860184326
12-656,Enos Lake,49.28058,-124.156487,Pacific Maritime,0.172011,small,2.439178419,12,3.783369,2.569,3.5595936,23.328614,14.5,23.3,6.3,9.11,28.5,0.156486865,0.193208865,17.17748244,5,29.321742479
12-657,Green Lake,49.230739,-124.060791,Pacific Maritime,0.122056,small,2.240897864,9.4,3.957307,5.541525,1.981962312,22.884988,14.3,22.8,5.8,9.05,20.29,0.142207365,0.248396365,15.71352099,9,49.318640283
12-658,Mohun Lake,50.11693,-125.499304,Pacific Maritime,6.237599,large,53.5806089,43,0.465582,0.838632,0.528331645,21.912263,9.4,22.2,5.5,6.4,8.33,0.077702865,0.102982865,12.14107266,6,8.916825829999999
12-659,McCreight Lake,50.301082,-125.642773,Pacific Maritime,2.793262,medium,170.356122,55,0.904108,1.107433,0.919431733,19.263857,19.2,19.263857,19.032302,3.37,3.99,0.077983865,0.105930865,23.14061276,8,3.9465191809999998
12-660,Nimpkish Lake,50.419576,-126.978939,Pacific Maritime,37.745212,large,1735.964676,93,1.090953,0.606646,1.139159733,18.87123,11.5,18.8,7.2,4.12,4.07,0.025,0.025,6.067961165,5,0.9182308389999999
12-661,Roselle Lake,50.520655,-126.989432,Pacific Maritime,0.175195,small,1.941177959,6.9,4.540377,8.895711,2.4380948,21.087336,19,21.1,12.1,7.51,15.11,0.127870365,0.129670115,17.02667976,6,18.658970271
12-662,Victoria Lake,50.371904,-127.387341,Pacific Maritime,15.695025,large,119.623871,138,0.444137,0.488911,0.433391822,20.23525,10.4,20.2,7.6,2.21,7.26,0.061665865,0.118326365,27.90310633,5,2.964279124
12-663,Alice Lake,50.450374,-127.400686,Pacific Maritime,10.810254,large,462.8876389,71.3,0.523152,0.6102,0.507402356,21.045079,10.8,20.8,6.9,2.26,8.21,0.065682865000000007,0.110697865,29.0632146,7,4.9918697839999995
12-664,Beaver Lake,50.600735,-127.314969,Pacific Maritime,0.169971,small,1.928465289,14,2.268459,2.162124,1.318643645,21.152637,11.3,21.1,6,5.25,8.69,0.098451365,0.076352865,18.75264095,5,12.168791754999999
12-665,Zeballos Lake,50.075821,-126.754403,Pacific Maritime,1.969395,medium,42.8827253,41,0.803909,0.703385,0.690509023,18.294148,9.1,18.3,5.7,3.89,4.68,0.136548865,0.025,13.37355949,4,4.339165299
12-666,Spirit Lake,50.199099,-125.67783,Pacific Maritime,0.317943,small,3.991107773,21,0.811003,1.266352,0.8197272,21.295402,11,21.5,5.4,5.53,13.83,0.152775365,0.150830865,27.62664828,9,55.966138243
12-667,Buttle Lake,49.749851,-125.585696,Pacific Maritime,37.067903,large,728.125523,81,0.680489,0.462549,0.4408736,19.013322,9.9,19,6.1,1.39,1.85,0.136548865,0.025,13.37355949,6,4.069277291000001
12-668,Upper Quinsam Lake,49.8808,-125.550404,Pacific Maritime,5.012504,large,71.92653613,48,0.311417,1.046428,0.529552356,20.437815,11,20.1,7.6,2.91,3.09,0.065506365,0.079558865,22.51077835,7,11.789067101999999
12-669,Echo Lake,49.986046,-125.410997,Pacific Maritime,0.238729,small,3.844949737,14,0.841211,1.902333,0.994603911,22.490631,13.8,22.4,6.9,5.2,10.12,0.129782365,0.105999365,24.95814712,7,32.192262318000004
12-670,Diver Lake,49.203775,-124.014124,Pacific Maritime,0.122031,small,3.539030693,7.8,3.722039,5.008149,2.491018534,22.234581,20.2,22.1,14.1,13.76,15.11,0.088299365,0.129670115,6.417105015,7,101.65699337099998
12-671,Brannen Lake,49.214698,-124.055142,Pacific Maritime,1.089279,medium,54.24327787,21,1.344572,1.106443,1.823269867,23.102162,13.3,23.1,5.9,6.28,12.81,0.025,0.348305865,3.98089172,9,53.90897136400001
12-672,Long Lake,49.210988,-124.017319,Pacific Maritime,0.390359,small,2.04562725,14.9,1.458728,1.155877,1.721931156,22.642794,18.3,22.6,9.5,7.4,15.11,0.082640365,0.080227365,11.16761689,6,65.405923817
12-673,Maple Lake,49.636743,-125.01777,Pacific Maritime,0.200289,small,3.846979634,12.8,2.290403,8.981649,2.411081645,22.902448,13.5,22.9,6,6.41,20.39,0.082170865,0.086422365,12.81916771,6,12.073762003999999
12-674,Chicadee Lake,49.559465,-124.814538,Pacific Maritime,0.153586,small,3.885801675,16.8,2.646666,2.018661,1.788203956,23.117232,9.9,23.1,4.7,7,34.05,0.121256365,0.119514365,17.32233786,7,7.731204552
12-675,Horne Lake,49.333971,-124.675007,Pacific Maritime,8.144947,large,110.9736664,51,0.28378,0.508278,0.410158933,20.986897,9.9,20.9,6.3,2.62,5.1,0.136548865,0.025,13.37355949,9,6.9828885320000005
12-676,Cranby Lake,49.695238,-124.507497,Pacific Maritime,0.428312,small,2.446439487,12,4.384475,17.391862,4.087216445,21.998412,16.7,22,7.9,16.04,15.11,0.164361865,0.129670115,10.24699906,4,8.353933534
12-677,Haslam Lake,49.936063,-124.420312,Pacific Maritime,11.553833,large,63.57876292,151.2,0.401755,0.468039,0.717738756,21.248153,8.6,21.2,5.8,1.91,4.13,0.025,0.087475365,13.08900524,10,7.271121418999999
12-678,Duck Lake,49.85317,-124.445083,Pacific Maritime,0.618027,medium,96.31074878,13,1.102,3.132779,1.335142933,21.563976,15,21.4,7,9.21,19.15,0.025,0.025,2.714440825,7,30.628686764999998
13-514,Upper Gnat Lake,58.21637,-129.837323,Boreal Cordillera,0.42542,small,2.409762067,19,2.280238,5.308379,3.135928089,17.507583,9.8,17.5,6,10.74,48.76,0.063828865,0.087401865,5.9430973,3,57.868135149000004
13-515,NA,58.935329,-129.954645,Boreal Cordillera,0.133344,small,0.280765615,16,1.647213,2.256557,2.537208667,18.766636,11.2,18.8,5.2,14.24,38.8,0.127989865,0.111094365,8.988052317,4,54.884872034
13-516,Good Hope Lake,59.300477,-129.276001,Boreal Cordillera,1.725253,medium,40.88902426,46.3,0.402999,1.446821,0.426618845,16.883992,8.2,16.9,5.2,6.15,18.28,0.198856365,0.025,12.4909777,5,69.902535768
13-517,Second Wye Lake,60.062737,-128.680252,Boreal Cordillera,0.304928,small,22.06652295,28,0.331983,1.228459,0.704310934,18.673648,9.5,18.6,4.8,10.51,142.98,0.198856365,0.149494365,12.4909777,4,51.374460205
13-518,Wye Lake,60.063643,-128.699031,Boreal Cordillera,0.190495,small,0.294314623,5.6,3.253463,4.87633,3.619703778,19.78185,19.7,19.78185,19.522525,16.6,21.71,0.279021365,0.112034865,16.80851596,5,100.04984882999999
13-519,Watson Lake,60.107692,-128.80679,Boreal Cordillera,13.440942,large,161.2891887,36,0.526938,2.298764,1.284975645,18.641804,9.4,18.6,6,16.1,22.44,0.082370365,0.073217365,5.116171739,3,23.425584864
13-520,Pine Lake,60.125379,-130.926778,Boreal Cordillera,0.204926,small,9.793199586,10,1.464163,2.000677,2.008306045,16.361933,15.7,16.3,12.3,13.55,21.71,0.081694365,0.112034865,6.029104428,3,115.836316111
13-521,Lower McDonald Lake,59.703067,-133.60852,Boreal Cordillera,0.520844,medium,153.4077055,8.7,0.676727,2.110387,0.8165376,17.394143,15.9,17.4,13.4,12.78,21.71,0.069032365,0.112034865,5.401593505,5,81.88750720600001
13-522,Cliff Lake,59.761821,-133.773316,Boreal Cordillera,0.117464,small,0.967259062,4.4,10.890055,15.235202,20.46978051,18.341806,18.3,18.341806,18.306245,59.64,21.71,0.513029865,0.112034865,8.602110412,3,261.68304956
13-523,Bennett Lake,60.118864,-134.842427,Boreal Cordillera,91.126566,large,3341.379426,127,0.198412,0.347841,0.433903733,13.039347,7.2,13.3,6.8,6.68,4.79,0.025,0.025,3.74251497,5,22.321689038000002
13-524,Klukshu Lake,60.322662,-137.015561,Boreal Cordillera,1.289646,medium,79.88323935,31,0.558802,0.62244,0.930536267,14.594313,10.1,14.5,7.4,8.37,21.71,0.025,0.078338865,2.986857826,5,43.894096983000004
13-525,Dezadeash Lake,60.479871,-137.010954,Boreal Cordillera,74.176069,large,1061.527573,6,0.942836,2.183472,1.230279911,14.888004,14.9,14.888004,6.4,21.19,21.71,0.052745365,0.112034865,2.489163049,5,37.361177949
13-526,Pine Lake,60.816837,-137.448355,Boreal Cordillera,5.84662,large,110.5225546,28,0.468887,0.659923,0.638018444,18.065442,11.1,18,7,6.07,10.47,0.112936365,0.112975365,18.60566145,5,184.432363078
13-527,Enger Lakes,62.256408,-140.66822,Boreal Cordillera,1.172917,medium,11.30528411,16,2.453811,21.486472,2.656319882,18.240047,16.2,18,9,10.99,21.71,0.297581865,0.112034865,27.07751274,5,217.14905326299998
13-559,Kluachon Lake,57.848343,-130.008819,Boreal Cordillera,1.132593,medium,58.11759588,11,2.028327,10.013553,2.687966489,18.997203,16,19,12.7,19.87,168.75,0.330381365,0.594311865,16.62714469,3,186.02443474
13-560,Allan Lake,58.430235,-130.001241,Boreal Cordillera,0.402034,small,1.38889574,33,1.475885,2.005915,2.493481415,19.390079,8.8,19.4,5.3,14.96,965.64,0.422559865,3.666725365,28.24598028,4,99.14343038899999
13-561,Simmons Lake,59.185497,-129.776374,Boreal Cordillera,0.516128,medium,107.9787631,52,0.689469,1.202686,0.393128044,14.928226,7.1,14.8,5.3,9.05,9.08,0.198856365,0.112034865,12.4909777,4,20.394488668
13-562,NA,60.080432,-128.745812,Boreal Cordillera,0.233236,small,2.431999537,7,1.713302,5.496223,3.155735111,19.594339,19,19.5,15.5,22.55,21.71,0.442096365,0.112034865,19.60516031,4,128.409763656
13-563,NA,61.455652,-129.745014,Boreal Cordillera,0.123808,small,0.608299327,3,4.665439,5.298317,10.59153934,17.820425,17.8,17.820425,17.752335,22.37,21.71,0.725085865,0.112034865,32.41331538,4,14.497019789
13-564,Wolverine Lake,61.455898,-130.240718,Boreal Cordillera,7.637563,large,195.2340487,73,0.848256,1.288914,0.554754133,14.832389,6.5,14.8,5,10.69,11.8,0.066807865,0.098479865,6.249566417,3,53.006075886999994
13-565,Jackfish Lake,61.934997,-132.521865,Boreal Cordillera,1.140198,medium,76.77558351,21,1.027127,3.74295,1.554595289,18.948075,9.7,18.8,4.7,14.1,60.42,0.430956365,0.112034865,30.56428121,3,33.665948553999996
13-566,Fish Eye Lake,62.191856,-133.474391,Boreal Cordillera,0.363682,small,3.466767165,21,3.294402,3.702179,1.938764889,18.311796,9.7,18.1,5,13.92,26.53,0.389928865,1.230598365,28.01213111,3,124.471294927
13-567,Little Salmon Lake,62.187056,-134.685124,Boreal Cordillera,59.311346,large,2449.321436,150,1.361656,0.513114,1.050047822,17.004647,6.7,17,4.4,7.55,13.78,0.202593865,0.148833865,26.8336245,5,20.498097118
13-568,Ethel Lake,63.36165,-136.062415,Boreal Cordillera,43.305894,large,289.3465913,60,0.617099,1.530935,0.851879156,17.848196,8.4,17.8,4.5,8.1,9.86,0.072380865,0.214167365,8.935909259,3,22.725276868
13-569,Minto Lake,63.685626,-136.161694,Boreal Cordillera,3.985195,medium,82.47503171,34,0.791697,1.25393,0.74424,19.753194,8.5,19.7,4.8,9.97,10.13,0.198856365,0.094367365,12.4909777,4,48.353939498
13-586,Fox Lake,61.23237,-135.462882,Boreal Cordillera,15.151871,large,282.7919059,45,0.777389,0.821304,0.551367644,15.976537,8.4,15.9,5.2,8.76,12.95,0.123091865,0.140573865,14.05158276,6,45.808484332000006
13-587,NA,60.450307,-134.265322,Boreal Cordillera,0.113307,small,0.769992182,6,4.359893,3.424154,3.300743778,17.032714,16.8,17,13.8,28.5,21.71,0.843366365,0.112034865,29.59180228,4,312.736523056
13-588,NA,59.979224,-127.55746,Boreal Cordillera,0.293079,small,8.36836531,27,1.854412,3.525766,2.179638756,13.953813,8.2,14,5,21.33,1695.62,0.202265365,0.112034865,9.482670652,8,22.112079946999998
13-679,Kloo Lake,60.958929,-137.862377,Boreal Cordillera,11.606891,large,686.6433743,10,1.962399,4.298269,2.053236089,16.932684,16.6,16.9,16,11.44,21.71,0.119094365,0.112034865,10.41034659,5,57.377619167999995
14-570,Gravel Lake,63.809838,-137.894084,Boreal Cordillera,0.38297,small,14.61101557,0.9,35.613434,2.183472,197.7953653,15.339622,15.3,15.339622,6.4,240.1,21.71,1.800852365,0.112034865,7.500426343,2,147.82126601
14-571,Chapman Lake,64.848457,-138.347406,Taiga Cordillera,1.292946,medium,5.299898643,5.2,3.939605,3.595986,2.800390045,15.980097,15.9,15.980097,15.821859,10.88,21.71,0.177030365,0.112034865,16.27117325,3,45.618534914
14-584,NA,64.650174,-138.392056,Taiga Cordillera,0.207667,small,5.041929987,3.3,1.229412,1.241744,1.349988356,15.372248,15.3,15.372248,15.297672,15.92,21.71,0.198856365,0.112034865,12.4909777,2,127.289446963
14-585,Two Moose Lake,64.735027,-138.365273,Taiga Cordillera,0.123857,small,0.916642225,1.4,1.93603,2.183472,0.768201378,11.798931,11.8,11.798931,6.4,23.5,21.71,0.351030365,0.112034865,14.93746234,6,89.956804702
17-012,Lac Fromenteau,48.797033,-64.577585,Atlantic Highlands,0.896033,medium,6.176121488,2.3,6.354129,4.6495755,9.215158918,21.404944,21.4,21.404944,18.4146335,27.32549259,NA,0.236271527,0.164447027,8.646560576,5,57.676897844649154
17-017,Lac Baillargeon,48.787719,-64.827227,Atlantic Highlands,0.942383,medium,15.43470558,18,3.614767,1.481522,0.689457636,21.264642,13.1,21.2,7.3,4.312151261,NA,0.025,0.064295027,5.797570282,6,87.04384277976422
17-018,Lac Bazire,48.716045,-64.768398,Atlantic Highlands,0.168533,small,1.049636072,6,1.259921,1.483699,1.93048768,21.034235,21,21.034235,20.944478,6.902438492,NA,0.221465027,0.164447027,32.08504172,7,43.148847684962426
17-027,Lac à l'Oie,48.213122,-65.852432,Atlantic Highlands,0.279731,small,5.823568443,11,3.614767,7.140886,1.087976498,22.896012,14.4,22.7,6.5,8.310908354,NA,0.073876027,0.085005527,8.889043634,4,25.54457645287009
17-034,Strachens Lake,47.452333,-66.239988,Atlantic Highlands,0.116841,small,1.994469234,1.3,3.614767,4.6495755,3.257550293,21.194824,19.5,21.2,18.4146335,11.60880875,NA,0.064594027,0.164447027,5.564225272,NA,NA
17-038,Middle Peaked Mountain Lake,46.736363,-66.519057,Atlantic Highlands,0.146661,small,3.102933444,9.2,3.614767,4.6495755,1.381136178,21.194824,19.5,21.2,18.4146335,13.29136601,NA,0.063380027,0.164447027,4.768511148,7,109.72633678720075
17-041,Étang à la Truite,48.690742,-66.767274,Atlantic Highlands,1.046564,medium,31.28421167,5,4.669456,31.390483,3.689272498,19.389777,18.9,19.2,17.3,8.710486081,NA,0.088266027,0.164447027,10.1333067,6,90.03583093423134
17-042,Serpentine Lake,47.138484,-66.867145,Atlantic Highlands,5.508347,large,71.31951334,22,1.889468,2.032687,2.985418347,23.614306,13.5,23.6,8.3,8.650349801,NA,0.193702527,0.099314527,8.899219531,10,25.56066699713829
17-043,Trousers Lake,47.010988,-66.970229,Atlantic Highlands,11.087185,large,66.65023832,13,2.078872,2.226567,2.784780693,21.862548,18.6,21.7,13,11.03019007,NA,0.222796527,0.164447027,20.1987931,10,62.75680547935459
17-044,Miramichi Lake,46.460712,-66.972431,Atlantic Highlands,2.2871,medium,47.18067006,6.2,4.240978,2.867281,3.471166862,21.983946,21.5,22.5,20.818702,14.47137135,NA,0.225346527,0.164447027,15.57188477,4,3.455290211791104
17-048,Lac Angus,48.391954,-67.34011,Atlantic Highlands,0.28255,small,1.480106048,7.7,1.40733,5.003283,1.043700124,21.671675,21,21.5,19,8.532612121,NA,0.128600527,0.164447027,15.07164807,7,8.716240700419844
17-050,Lac des Indiens,50.202718,-66.174349,Boreal Shield,0.149831,small,4.108884599,1,0.838659,2.453761,1.320793671,17.377088,17.2,17.377088,8.35,8.853791212,16.50145412,0.096110027,0.197273999,10.85523983,NA,NA
17-053,Lac des Huit Milles,48.408511,-67.577,Atlantic Highlands,0.736662,medium,2.938974054,5,1.070044,1.700052,3.974393919,22.165577,22.1,22.165577,22.135716,18.19006969,NA,0.143471527,0.164447027,7.887354444,4,279.23968045772256
17-054,Eightmile Lake,47.695087,-67.644799,Atlantic Highlands,0.230981,small,1.680271717,4.5,3.093024,4.366906,3.50047443,21.905356,21.7,21.905356,21.399788,28.37940023,NA,0.239277027,0.164447027,8.431363069,7,119.13275513069264
17-056,Lac Désiré,48.674467,-67.734944,Atlantic Highlands,0.362909,small,1.714964917,5.8,3.614767,4.6495755,1.41873408,21.420043,20.8,21.9,18.7,11.05243401,NA,0.108001527,0.164447027,9.771741399,6,128.92729577952161
