lake_ID,lake_name,latitude,longitude,ecozone,area,size_class,watershed_area,max_depth,invivo_chla_surface,invivo_chla_bottom,filtered_chla_surface,surface_temp,watercolumn_temp,epilimnion_temp,hypolimnion_temp,tp_tube,tp_bottom,tn_tube,tn_bottom,tntp_ratio,zoo_richness,zoo_density
17-058,Lac Antoine,48.608711,-67.797322,Atlantic Highlands,0.112542,small,2.496659503,4,18.90345,59.815955,11.3616796,22.868299,20.6,23.8,15.3,28.46139457,NA,0.285263027,0.164447027,10.02280568,5,319.0323245157254
17-059,Lac de Saint-Damase,48.653185,-67.809428,Atlantic Highlands,0.660904,medium,16.22931097,3.4,6.012266,7.738081,22.49185779,20.453519,20.4,20.453519,20.408557,57.90120741,NA,0.407896527,0.164447027,7.04469812,6,34.147057222710856
17-060,Lac Michaud,48.600798,-67.821122,Atlantic Highlands,0.409555,small,2.218656453,5.7,4.33472,6.592751,7.124274809,20.658747,20.6,20.658747,20.534227,20.70464652,NA,0.190463027,0.164447027,9.199047511,9,116.91935227754458
17-061,Lac des Joncs,48.359371,-68.153954,Atlantic Highlands,0.4914,small,4.238207498,2.5,2.515173,3.246719,5.828338142,18.126756,18.1,18.126756,18.050993,26.05901245,NA,0.349171527,0.164447027,13.39926168,4,72.07232890409541
17-062,Lac Aubin,48.557429,-68.16172,Atlantic Highlands,0.112007,small,1.303221913,1.1,3.1306,3.101325,4.596599503,19.300642,19.3,19.300642,19.29456,17.53078372,NA,0.309254527,0.164447027,17.64065611,4,19.059967771492648
17-063,Lac Neigette,48.289761,-68.406804,Atlantic Highlands,0.69932,medium,8.185927032,11,3.509435,6.6156935,3.435742614,20.1057,16.7,20.1,8.8,17.81629635,NA,0.237426027,0.280481527,13.32634024,8,140.79314285682548
17-064,Lac Plourde,48.290929,-68.452249,Atlantic Highlands,0.168691,small,8.504364068,10,3.936623,11.305106,2.515609956,19.921276,14.3,19.9,5.6,12.62813313,NA,0.361453527,0.201036527,28.62287903,8,72.75280089412503
17-065,Grand lac Squatec,47.67184,-68.568464,Atlantic Highlands,12.356213,large,378.1214278,37,2.040527,1.275782,0.603078542,21.194824,10,21.2,7.3,9.339142955,NA,0.063010527,0.146710027,6.746928204,7,23.996420250555886
17-067,Grand lac Touradi,48.101149,-68.691699,Atlantic Highlands,7.697244,large,118.0762289,17,0.311661,0.293008,2.552310045,21.705384,17.2,21.2,9,17.97943397,NA,0.097426527,0.096085527,5.418776094,11,57.49233290536634
17-068,Lac Baker,47.370377,-68.700947,Atlantic Highlands,5.919539,large,70.64208508,40.4,1.268955,1.210574,1.754027982,21.540833,9.5,21.5,6.4,14.25533827,NA,0.068444527,0.131557527,4.801326053,8,38.21845385643023
17-069,Lac Jerry,47.429633,-68.785243,Atlantic Highlands,5.840083,large,143.2946351,46.5,1.356739,1.178968,1.758989582,21.172268,9.4,21.2,5.8,13.15744424,NA,0.052810027,0.164447027,4.013699472,10,17.239779654970047
17-070,Lac Témiscouata,47.686757,-68.848319,Atlantic Highlands,67.741959,large,2619.521117,50,2.087769,1.344546,1.874902009,19.240341,8.1,18.9,5.4,14.53914893,NA,0.129535027,0.223767027,8.909395427,8,15.955857106401595
17-072,Grand lac Malobès,48.269232,-68.860309,Atlantic Highlands,1.741992,medium,20.16973255,3.3,5.955211,8.818145,4.810461942,23.022148,23,23.022148,22.970547,32.81685598,NA,0.200416027,0.164447027,6.107106273,7,35.623922866710146
17-073,Lac de la Station,48.281042,-68.874287,Atlantic Highlands,0.555792,medium,145.6434009,3.6,7.898541,10.011034,10.62146251,19.371376,19.3,19.371376,19.255679,48.9225101,NA,0.174392527,0.164447027,3.564668424,9,96.8042289683401
17-074,Lac des Îles,48.110804,-68.883295,Atlantic Highlands,0.551914,medium,2.23737013,4.5,6.722774,8.995724,6.747153831,21.562764,21.5,21.562764,21.457087,41.36218378,NA,0.208884027,0.164447027,5.050120857,9,159.5059889207584
17-075,Lac du Marin-à-Gouin,48.075148,-69.106521,Atlantic Highlands,0.153055,small,7.841731019,9,2.464583,13.817174,1.74237216,20.906414,14.9,20.9,5.9,21.27419118,NA,0.188892027,0.226614527,8.878928717,7,191.82939562084673
17-076,Lac Dole,47.645885,-68.944567,Atlantic Highlands,0.319975,small,6.511515831,5,4.284535,7.163841,4.362144213,20.960009,20.6,20.7,18.7,17.59862455,NA,0.165800027,0.174835027,9.421192353,8,1.930192446186547
17-077,Lac Bertrand,47.946902,-69.225446,Atlantic Highlands,0.100586,small,2.975423674,4.2,3.507825,4.271652,4.155442383,24.302772,24.1,25.4,22.7,21.59738578,NA,0.226714027,0.164447027,10.49729024,7,61.037662682574485
17-078,Lac Rond,47.764893,-69.329789,Atlantic Highlands,0.708817,medium,3.849478556,2.1,3.925014,4.6495755,2.103671089,20.981274,21,20.981274,18.4146335,25.25717672,NA,0.219815527,0.164447027,8.703091776,9,4.124215827807623
17-079,Lac Morin,47.627411,-69.533598,Atlantic Highlands,6.043083,large,269.6529469,10,5.150563,4.932245,3.786803378,22.647011,22.3,22.4,21.8,16.20040791,NA,0.24631,0.164447027,15.20393816,7,11.21967429600349
17-081,Lac de l'Est,47.186479,-69.561309,Atlantic Highlands,7.529861,large,181.8740797,26,1.883522,2.293463,1.683321245,20.993016,11.4,20.8,7.3,11.71213518,NA,0.193702527,0.202435527,16.53861777,12,42.60795209471492
17-082,Lac Saint-Pierre,47.413793,-69.895023,Atlantic Highlands,0.563838,medium,8.021574957,16,2.108983,2.821363,3.50691926,22.159436,21.6,22.1,19.754737,17.81620335,NA,0.025,0.052568027,8.899219531,9,91.83033911989835
17-084,Lac du Portage,45.935951,-70.270307,Atlantic Highlands,4.321497,medium,61.30269983,25,2.825538,2.045153,3.722885369,22.821974,15.1,22.8,8.7,13.63114175,NA,0.160111527,0.257817527,11.74600998,10,80.54146398821968
17-086,Lac de la Dame,45.891603,-70.360266,Atlantic Highlands,0.129458,small,17.72538338,6.7,5.645645,3.315066,1.731472391,20.415805,15.8,22.3,8.3,23.23161808,NA,0.185021527,0.172233527,7.964211806,10,55.13960522012668
17-087,Lac Mailloux,46.706288,-70.490235,Atlantic Highlands,0.15847,small,1.576274754,3,2.107619,4.6495755,3.50691926,21.330458,21.3,21.330458,18.4146335,14.33708194,NA,0.193702527,0.164447027,8.899219531,10,88.98285508523838
17-088,Lac Etchemin,46.389586,-70.493319,Atlantic Highlands,2.456891,medium,43.20068148,30,2.708588,2.554522,4.129484551,22.569077,11,22.4,6.8,10.67453051,NA,0.253471027,0.424333527,23.74540283,9,27.72982469729297
17-089,Lac Chartier,46.818612,-70.508205,Atlantic Highlands,0.321263,small,1.853894864,3,3.614767,4.6495755,7.895998589,21.194824,19.5,21.2,18.4146335,18.08926421,NA,0.193702527,0.164447027,8.899219531,5,136.4440977589781
17-090,Lac Volet,46.137727,-70.809582,Atlantic Highlands,0.273024,small,27.97273846,6,4.855511,6.116475,3.083973049,21.317472,17.9,21.3,11.5,17.84598806,NA,0.168571027,0.133467027,9.445878053,11,63.9128093322905
17-091,Lac Fortin,46.117487,-70.857676,Atlantic Highlands,1.590649,medium,12.33567974,11.5,3.102712,1.963585,3.877545529,19.868511,18.7,19.8,11.6,16.61402506,NA,0.114398527,0.152116527,6.885659954,11,121.54851045909398
17-092,Lac Mégantic,45.537896,-70.889698,Atlantic Highlands,28.258495,large,804.7169615,58,2.821198,1.593419,3.50691926,20.677673,8.6,20.2,6.8,10.32345242,NA,0.218774527,0.385322527,21.19199258,11,15.49527286501837
17-093,Lac des Trois Milles,45.687963,-70.921142,Atlantic Highlands,1.044234,medium,20.28987819,5,4.159713,5.128028,2.519106702,22.788291,22.5,22.8,20.5,17.81620335,NA,0.193702527,0.164447027,8.899219531,6,6.0643622864535
17-094,Lac Jolicoeur,46.061894,-71.10254,Atlantic Highlands,0.227709,small,6.442975405,1.6,9.395318,7.875382,7.603659876,18.230869,18.2,18.230869,18.320801,33.78554234,NA,0.279864027,0.164447027,8.283544015,3,101.8784880368383
17-098,Lac à la Truite,46.084538,-71.500559,Atlantic Highlands,1.238209,medium,470.3397363,2,7.358534,6.715089,5.715290667,18.595672,18.5,18.595672,18.508466,53.06959873,NA,0.380174527,0.164447027,7.163697034,10,19.247994745012544
17-099,Lac Lindsay,45.180669,-71.542226,Atlantic Highlands,0.631015,medium,31.41186517,4,3.614767,4.6495755,3.50691926,21.194824,19.5,21.2,18.4146335,64.55436347,NA,0.341689027,0.317665527,5.293043082,6,82.85373971905743
17-105,Petit lac Saint-François,45.537697,-72.037776,Atlantic Highlands,0.831798,medium,20.37450336,2,32.907694,25.700125,298.8136464,20.65875,20.3,20.65875,20.210023,303.9638742,NA,1.202161027,0.164447027,3.954947048,4,2947.775137636949
17-106,Les Trois Lacs,45.800588,-71.889269,Atlantic Highlands,2.517879,medium,528.1435604,8,9.140349,5.525824,4.145802702,19.895134,19.6,20.4,19.6,21.25714785,NA,0.376332027,0.164447027,17.70378744,8,22.590112896330695
17-107,Étang Burbank,45.780093,-72.00684,Atlantic Highlands,0.462951,small,6.21193231,1.2,2.53911,2.553915,2.09195232,19.897769,19.9,19.897769,19.87547,37.42162658,NA,0.566959527,0.164447027,15.1505848,10,55.32734558208062
17-108,Lac Massawippi,45.220903,-72.00096,Atlantic Highlands,19.258548,large,630.3500129,70,3.614767,4.6495755,2.437657707,21.194824,19.5,21.2,18.4146335,17.81620335,NA,0.822091527,0.891634027,8.899219531,10,5.7605488268166045
17-109,Lac Magog,45.305175,-72.041315,Atlantic Highlands,10.9529,large,2022.575126,19,3.614767,4.6495755,3.50691926,21.194824,19.5,21.2,18.4146335,25.94996657,NA,0.025,0.197784027,0.963392378,13,98.86690430421939
17-110,Lac Crystal,45.030153,-72.076808,Atlantic Highlands,0.175728,small,1.276126762,7.5,3.614767,4.6495755,7.806250667,21.194824,19.5,21.2,18.4146335,20.49257317,NA,0.193702527,0.025,8.899219531,9,181.98658355381738
17-111,Lac Montjoie,45.408466,-72.098912,Atlantic Highlands,3.376085,medium,10.91335808,19,3.614767,4.6495755,3.50691926,21.194824,19.5,21.2,18.4146335,14.95147028,NA,0.193702527,0.095730527,8.899219531,NA,NA
17-112,Lac des Français,45.441569,-72.224891,Atlantic Highlands,0.168325,small,1.561096257,7,3.614767,2.558087,2.413164729,19.576535,19.5,19.6,19.335482,11.15615744,NA,0.120432027,0.164447027,10.79511719,8,121.72471237309658
17-113,Spooner Pond,45.738752,-72.144113,Atlantic Highlands,0.322176,small,1.379285654,7.2,10.611174,9.49341,12.87203062,20.769842,19,20.5,13.1,28.15743061,NA,0.264849527,0.164447027,9.406026091,9,209.3136262475875
17-114,Lac Brompton,45.433218,-72.144938,Atlantic Highlands,11.212469,large,143.774202,25,3.614767,4.6495755,3.50691926,21.194824,19.5,21.2,18.4146335,17.81620335,NA,0.058823527,0.150533527,8.899219531,11,17.91744656828775
17-116,Lac Brais,45.456527,-72.206288,Atlantic Highlands,0.506247,medium,12.17289131,17,2.665992,1.383451,2.625505458,21.15292,11.8,21.1,6,17.81620335,NA,1.170047527,0.164447027,8.899219531,9,19.517841845478262
17-117,Lac Memphrémagog,45.026848,-72.246826,Atlantic Highlands,99.031368,large,1840.046552,85,3.614767,4.6495755,3.513364089,21.194824,19.5,21.2,18.4146335,11.61622009,NA,0.193702527,0.164447027,8.899219531,13,8.986894122542681
17-119,Lac Brome,45.247947,-72.514469,Atlantic Highlands,15.076645,large,192.7391892,7,4.174647,5.193259,3.826606436,22.115176,22,22.115176,21.852179,17.81620335,NA,0.193702527,0.095082027,8.899219531,9,38.31901606098076
17-121,Lac Waterloo,45.334019,-72.519167,Atlantic Highlands,1.418551,medium,31.33490682,4.5,8.706662,8.419612,13.2899685,22.388407,22.3,22.388407,22.29422,46.03414939,NA,0.110074527,0.185935027,2.391149363,7,51.483286160154634
17-122,Lac Roxton,45.467017,-72.653542,Atlantic Highlands,2.005745,medium,17.63726634,5.5,21.546324,24.247068,26.56172871,22.826076,22.8,22.826076,22.806981,62.75555658,NA,0.131583027,0.164447027,2.096754999,5,20.08906210707568
17-123,Lac Bromont,45.265997,-72.671014,Atlantic Highlands,0.474624,small,25.35340163,7,3.614767,4.6495755,6.113315619,23.214111,19.7,23.2,13.644504,17.81620335,NA,0.069446527,0.072868527,8.899219531,8,121.61420528634598
18-318,Little White Lake,50.876922,-119.313477,Semi-Arid Plateaux,0.355833,small,64.63017125,2.5,1.548565,1.615697,1.577741547,22.602547,22.3,23.1,22,10.22885823,45.83309474,0.19763547,0.288426918,19.32136174,NA,NA
18-319,Gardom Lake,50.603381,-119.200222,Semi-Arid Plateaux,0.751962,medium,4.27629664,24,0.93327,2.328774,1.690488,21.550176,8.3,21.6,4.6,30.89940557,218.0058071,0.44854197,0.57478347,14.51620061,NA,NA
18-320,Otter Lake,50.411597,-119.250063,Semi-Arid Plateaux,0.617618,medium,178.3213167,3.3,9.382333,7.942512,101.1206509,21.416956,21,21.1,20.4,221.577392,45.83309474,0.73779947,0.288426918,3.329759699,NA,NA
18-321,Pillar Lake,50.5935,-119.639506,Semi-Arid Plateaux,0.390754,small,4.824690697,15,3.312754,5.503273,2.851392143,19.222639,9.1,19.3,5.3,18.62208263,45.83309474,0.26073597,0.19475097,14.00143986,NA,NA
18-322,Bolean Lake,50.537209,-119.500897,Semi-Arid Plateaux,0.682669,medium,10.94669314,12,2.958718,1.532514,1.697040462,16.00692,8.6,16.00692,5.3,20.40787506,15.1621098,0.09988247,0.11560547,4.894310148,NA,NA
18-323,Swan Lake,50.318415,-119.256066,Semi-Arid Plateaux,4.081663,medium,46.57093444,8,2.782426,5.73499,2.394105884,22.526083,20.6,22.6,17.8,16.05398489,24.37458257,0.32295947,0.26798747,20.11709069,3,395.7915785124717
18-324,Kalamalka Lake,50.172799,-119.327369,Semi-Arid Plateaux,25.415882,large,568.607299,75,0.597722,1.322067,0.888535929,22.02057,8.5,22.1,4.6,12.52269674,12.19163848,0.21835947,0.34719597,17.43709638,5,22.621281556008107
18-325,Swalwell Lake,50.04874,-119.239608,Semi-Arid Plateaux,2.919427,medium,64.71554859,30,5.205532,2.268625,2.948418987,18.731621,8.6,18.8,5.5,23.38140778,29.8039381,0.19507147,0.20007247,8.343016461,9,51.63463329906379
18-326,Wood Lake,50.081734,-119.389801,Semi-Arid Plateaux,9.054846,large,203.7667673,30,0.948281,0.979555,2.292180445,21.940581,10.8,21.5,5.8,24.57321753,101.0359807,0.21101097,0.55142247,8.587030565,6,106.90833672022038
18-327,Shannon Lake,49.85686,-119.612246,Semi-Arid Plateaux,0.146542,small,5.754748285,30,2.050954,5.896472,4.188834738,23.41626,12.4,23.3,5.3,20.02858673,121.0818781,0.87831347,1.35586347,43.85299282,4,345.82900541805986
18-328,Upper Buse Lake,50.621071,-120.049744,Semi-Arid Plateaux,0.108642,small,23.41032947,5,4.908187,8.566163,10.69571325,22.158048,19.3,22.3,13.6,151.493976,256.7349378,2.18209047,3.11558047,14.40381016,3,2245.7679406767757
18-329,Roche Lake,50.472222,-120.152106,Semi-Arid Plateaux,1.600344,medium,31.66266748,20,3.677065,1.726554,4.50102176,20.779399,10.9,20.7,5.4,21.81349541,175.7275439,1.01460647,1.29165147,46.5127872,5,29.595076765260842
18-330,Scuitto Lake,50.544062,-120.140745,Semi-Arid Plateaux,0.91128,medium,126.2397644,6,4.416595,4.166934,3.055573796,18.6082,16.6,18.5,12,101.1732813,214.8582342,1.33643047,0.97845747,13.20932219,5,819.5068142544277
18-331,Douglas Lake,50.149715,-120.237859,Semi-Arid Plateaux,6.474174,large,1272.925,34,7.646676,2.898408,10.40842873,18.71067,11.6,18.71067,7.6,89.50272458,90.05192725,0.56438797,0.55424147,6.305818875,5,41.20462368936166
18-332,Kentucky Lake,49.89656,-120.564275,Semi-Arid Plateaux,0.367029,small,5.31504752,47,0.338226,0.666109,0.444811378,18.616704,9,18.5,5.5,10.34888966,11.51594533,0.52495547,0.44226647,50.72577709,6,101.19395117975827
18-333,Paradise Lake,49.915249,-120.276864,Semi-Arid Plateaux,1.173366,medium,24.78526294,12,4.368933,2.172957,3.259668818,19.045408,12.5,19,7.5,21.402618060000002,57.27707594,0.11449797,0.10730347,5.349717949,5,110.56850288484509
18-334,Elkhart Lake,49.894727,-120.30996,Semi-Arid Plateaux,0.163311,small,4.6727604,3.5,7.456529,9.621929,3.590321393,18.97442,18.2,19,17.863523,19.97389042,23.65732885,0.242734865,0.13211647,11.71761128,4,397.20924893728056
18-335,Nicola Lake,50.166411,-120.528153,Semi-Arid Plateaux,24.86621,large,2931.369048,53,2.88685,2.01724,7.739255939,20.491801,11.3,20.4,8,53.25534831,72.88934379,0.62402547,0.48713447,11.71761128,6,16.786435043390643
18-336,Munro Lake,49.715267,-119.923178,Semi-Arid Plateaux,0.142034,small,0.317521436,11,2.818401,2.455499,1.604057153,19.005766,9.7,19.6,4.7,13.36602513,198.2523102,0.14418797,0.12397647,10.78764768,5,117.92589845207745
18-337,Skaha Lake,49.410038,-119.585408,Semi-Arid Plateaux,19.536442,large,6634.177213,55,1.75119,1.072865,0.362889849,23.781696,10.2,23.7,6.2,16.9484994,28.07688266,0.08123347,0.15150047,4.792959429,6,49.23184865152064
18-338,Green Lake,49.302628,-119.57101,Semi-Arid Plateaux,0.13399,small,2.76101719,20,1.76401,0.940056,1.800409379,23.855801,10.3,23.8,5.1,15.46446883,228.523477,0.46745047,0.90065747,30.22738609,5,125.47119181752917
18-339,Vaseux Lake,49.288771,-119.531568,Semi-Arid Plateaux,2.787885,medium,6773.511972,24,2.37723,0.835059,2.069330349,24.013348,13.4,24,7.9,14.21433216,10.19603569,0.07091947,0.09854147,4.989293145,5,235.44689493510748
18-340,Mahoney Lake,49.289105,-119.582061,Semi-Arid Plateaux,0.180182,small,3.702648798,15,2.542068,8.083709,0.135774578,24.230909,22.2,25.5,16.3,15.79575851,5437.867821,0.75566997,0.288426918,47.84005589,3,8.902843389622932
18-341,Silver Lake,49.82899,-119.83933,Semi-Arid Plateaux,0.111495,small,3.752580046,18,3.811066,2.456274,1.578616859,20.96414,7.7,21,4.5,11.35687689,213.9906381,0.19572647,0.18382247,17.23418083,4,68.93336670875202
18-468,Anderson Lake,50.643861,-122.401882,Semi-Arid Plateaux,29.034148,large,702.188189,52.2,0.255556,1.071605,0.492812889,17.796233,9.6,17.7,6.2,14.89,9.28,0.063732365,0.288426918,4.280212559,5,24.435389054999998
18-469,Gun Lake,50.872838,-122.879031,Semi-Arid Plateaux,5.702831,large,43.2358559,103,0.181554,3.560616,0.208111556,16.895523,8.5,17,6.1,11.22,7.02,0.025,0.025,2.228163993,6,14.556595870999999
18-505,Chapperon Lake,50.202061,-120.055602,Semi-Arid Plateaux,4.334822,medium,199.5245189,6,2.385583,2.024992,12.72045951,16.637165,16.5,16.637165,16.456418,53.4,45.83309474,0.280303365,0.288426918,5.249126685,7,97.12307684999999
18-506,Whitewood Lake,51.097401,-120.34108,Semi-Arid Plateaux,0.184238,small,11.13610598,16,0.633188,2.420323,0.5672172,14.522387,8.9,14.9,6.4,9.54,70.42,0.058099865,0.249818365,6.0901326,6,138.561381326
18-507,Dutch Lake,51.651898,-120.055866,Semi-Arid Plateaux,0.528404,medium,2.946533401,45,0.466358,1.299414,1.279009911,20.475744,7.8,20.2,5,6.98,305.55,0.192870865,0.548281865,27.63192908,6,135.14146402699998
18-550,Pimainus Lakes,50.403098,-121.085132,Semi-Arid Plateaux,0.568626,medium,18.84966288,14,4.87529,2.29733,1.893834845,13.527945,9.4,13.4,7,14.31,43.34,0.171019865,0.144580865,11.95107372,4,79.07167254699999
18-551,Shambrook Lake,50.485507,-120.50673,Semi-Arid Plateaux,0.13502,small,1.9580215,6.4,1.727207,2.313052,1.778083867,16.387018,13.8,16.2,5.5,21.69,45.83309474,0.993193865,0.288426918,45.7904041,5,112.49576437399999
18-552,Stake Lake,50.512281,-120.47799,Semi-Arid Plateaux,0.232815,small,1.087431875,9.5,0.504464,1.075901,0.950028267,16.061047,15.3,15.8,12.7,16.47,45.83309474,1.012639865,0.288426918,61.48390194,6,234.24661876099998
18-553,Strachan Lake,50.903978,-120.610563,Semi-Arid Plateaux,0.127416,small,3.69839356,3.4,2.945744,4.758827,1.061152356,16.214423,15.4,16.2,14.786081,20.29,45.83309474,0.284467365,0.288426918,14.02007713,4,518.904277965
18-555,Cultus Lake,50.859036,-121.053029,Semi-Arid Plateaux,0.40417,small,9.896813182,11.3,8.800058,5.369044,66.59006184,18.271901,17.4,18.1,14.7,173.6,45.83309474,1.235250365,0.288426918,7.115497494,3,366.86349119299996
18-591,Allison Lake,49.698817,-120.605845,Semi-Arid Plateaux,0.611962,medium,72.698862,39,0.334949,2.265618,0.663397423,16.235421,9.2,16,6,8.88,24.33,0.060255865,0.288426918,6.785570383,6,101.84085701000001
18-592,Missezula Lake,49.789563,-120.525908,Semi-Arid Plateaux,2.51385,medium,127.7783442,74.1,0.632565,5.25845,1.250401956,16.161267,7.1,16.4,5,16.22,29.84,0.095075865,0.308866365,5.861643958,5,34.167558681
18-593,Pennask Lake,49.995289,-120.136936,Semi-Arid Plateaux,9.391279,large,122.2226621,21,1.907454,2.313052,2.220316,13.927176,12.2,13.8,9.3,27.93,29.7,0.242734865,0.397028365,8.690829395,5,264.036089464
18-594,Ellison Lake,49.992999,-119.394635,Semi-Arid Plateaux,2.003635,medium,135.7384949,4.5,3.857197,4.037552,3.2085210219999998,21.540307,20.9,21.5,19.4,32.4,44.36,0.150746365,0.166154865,4.652665586,3,102.125104708
